These are the initial weights
0.84019,0.39438,0.7831
0.79844,0.91165,0.19755
0.33522,0.76823,0.27777
0.55397,0.4774,0.62887
0.36478,0.5134,0.95223
0.9162,0.63571,0.7173
0.1416,0.60697,0.0163
0.24289,0.13723,0.80418
0.15668,0.40094,0.12979
0.10881,0.99892,0.21826
0.51293,0.83911,0.61264
0.29603,0.63755,0.52429
0.49358,0.97278,0.29252
0.77136,0.52674,0.76991
0.40023,0.89153,0.28331
0.35246,0.80772,0.91903
0.06976,0.94933,0.526
0.08606,0.19221,0.66323
0.89023,0.34889,0.06417
0.02002,0.4577,0.0631
0.23828,0.97063,0.90221
0.85092,0.26667,0.53976
0.37521,0.76025,0.51254
0.66772,0.53161,0.03928
0.43764,0.93184,0.93081
0.72095,0.28429,0.73853
0.63998,0.35405,0.68786
0.16597,0.4401,0.88008
0.8292,0.33034,0.22897
0.89337,0.35036,0.68667
0.95647,0.58864,0.6573
0.85868,0.43956,0.92397
0.39844,0.81477,0.68422
0.91097,0.48249,0.21582
0.95025,0.92013,0.14766
0.88106,0.64108,0.43195
0.6196,0.28106,0.786
0.30746,0.44703,0.22611
0.18753,0.27623,0.55644
0.4165,0.16961,0.9068
0.10317,0.12608,0.49544
0.76048,0.98475,0.935
0.68445,0.38319,0.74977
0.36866,0.29416,0.23226
0.58449,0.24441,0.15239
0.73215,0.12547,0.79347
0.1641,0.74507,0.07453
0.9501,0.05253,0.52156
0.17621,0.24006,0.7978
0.73265,0.65656,0.96741
0.63946,0.75973,0.09348
0.1349,0.52021,0.07823
0.06991,0.20466,0.46142
0.81968,0.57332,0.75558
0.05194,0.15781,0.99999
0.20433,0.88996,0.12547
0.9978,0.05406,0.87054
0.07233,0.00416,0.92307
0.59389,0.18037,0.16313
0.39169,0.91303,0.8197
0.3591,0.55249,0.57943
0.45258,0.68739,0.09964
0.53081,0.75729,0.3043
0.99223,0.57697,0.87761
0.74781,0.62891,0.03542
0.7478,0.83324,0.92538
0.87327,0.83104,0.97943
0.74381,0.90337,0.9836
0.66688,0.49726,0.16397
0.83001,0.88895,0.07699
0.64971,0.24804,0.62948
0.22914,0.70062,0.31687
0.32878,0.23143,0.07416
0.63307,0.22366,0.65113
0.51069,0.97147,0.28004
0.54611,0.71927,0.11328
0.47148,0.59254,0.94432
0.45092,0.33635,0.84768
0.43451,0.00323,0.34494
0.59848,0.83324,0.23389
0.67548,0.48295,0.48194
0.30496,0.71209,0.18256
0.62182,0.04086,0.41398
0.69598,0.67394,0.63764
0.34712,0.18462,0.60911
0.62716,0.73073,0.32837
0.74044,0.20221,0.92091
0.68476,0.65313,0.25727
0.53244,0.08764,0.2605
0.87738,0.68612,0.09374
0.11128,0.3616,0.57669
0.59321,0.66656,0.28878
0.77577,0.28838,0.32964
0.18975,0.98436,0.00358
0.82739,0.33148,0.1882
0.4365,0.95864,0.91893
0.76487,0.69908,0.12114
0.68579,0.38383,0.77427
0.94305,0.91627,0.86192
0.20355,0.79366,0.54804
0.29729,0.90493,0.90964
0.87398,0.49814,0.5762
0.16276,0.27391,0.86458
0.4924,0.46366,0.84894
0.49598,0.29105,0.18042
0.68418,0.72755,0.13906
0.60311,0.49242,0.83813
0.72425,0.17821,0.22197
0.49853,0.12126,0.13824
0.36044,0.32481,0.9319
0.90848,0.6221,0.83683
0.81813,0.49607,0.33497
0.39433,0.65883,0.60888
0.25891,0.15123,0.07255
0.10785,0.64721,0.3636
0.28827,0.33139,0.09115
0.42733,0.93449,0.58357
0.26546,0.65875,0.76178
0.48743,0.15727,0.88304
0.62567,0.51771,0.20784
0.55756,0.4262,0.82994
0.39439,0.24433,0.32601
0.72936,0.63865,0.98484
0.33824,0.89756,0.13607
0.41079,0.00541,0.78328
0.77439,0.29368,0.11467
0.86553,0.72101,0.04916
0.44911,0.98647,0.70791
0.21088,0.47389,0.86518
0.09392,0.09956,0.3829
0.30176,0.65712,0.8091
0.1317,0.05151,0.05342
0.45772,0.78087,0.69208
0.44256,0.11911,0.58964
0.57863,0.5299,0.59505
0.36192,0.30429,0.88872
0.47658,0.16982,0.60973
0.52575,0.61893,0.5962
0.23366,0.82981,0.07009
0.09884,0.92373,0.16965
0.48173,0.22549,0.82677
0.29083,0.35719,0.87828
0.34425,0.81491,0.65915
0.03633,0.25747,0.77826
0.62596,0.8361,0.30816
0.22101,0.19802,0.61244
0.10973,0.67461,0.78226
0.71946,0.20035,0.40119
0.31566,0.43401,0.231
0.38575,0.53285,0.15472
0.5554,0.01458,0.38021
0.38217,0.30541,0.73741
0.26044,0.64966,0.55232
0.91959,0.68599,0.80979
0.69785,0.31195,0.64589
0.006,0.53296,0.84391
0.61845,0.64269,0.51851
0.40071,0.36215,0.71887
0.8019,0.67781,0.15288
0.03289,0.06356,0.68572
0.18762,0.61896,0.7003
0.56783,0.00113,0.00571
0.30524,0.26157,0.65537
0.85756,0.18116,0.34135
0.66734,0.87901,0.6533
0.31323,0.88501,0.18626
0.15714,0.50346,0.82896
0.67565,0.90417,0.19111
0.39452,0.70607,0.86892
0.5474,0.73896,0.93248
0.23312,0.92658,0.55144
0.93342,0.49441,0.55257
0.93913,0.79965,0.81414
0.5945,0.6572,0.9953
0.93585,0.32454,0.87431
0.58916,0.63777,0.75932
0.77542,0.79491,0.26278
0.60438,0.47056,0.16695
